net,length_um
clknet_7_29__leaf_mgmt_buffers.caravel_clk,374.62
clknet_7_19__leaf_mgmt_buffers.caravel_clk,374.54
net568,374.055
net1465,374.02
mgmt_buffers.la_data_in_enable\[72\],373.88
net1244,373.325
net739,373.275
_12071_,373.23
mgmt_buffers.la_data_out_core\[92\],373.06
net932,373.04
soc.core.mgmtsoc_litespimmap_burst_adr\[16\],372.99
net5559,372.9
soc.core.mgmtsoc_litespimmap_burst_adr\[8\],372.66
clknet_7_28__leaf_mgmt_buffers.caravel_clk,372.28
_03696_,371.96
_13387_,371.915
net11798,371.84
soc.core.VexRiscv.execute_to_memory_MEMORY_ENABLE,371.795
net917,371.53
net931,371.41
net1473,371.32
net728,370.9
net647,370.875
net808,370.79
soc.core.mgmtsoc_litespimmap_burst_adr\[17\],370.76
_04967_,370.62
gpio_control_bidir_2\[1\].gpio_logic1,370.38
net928,370.195
net2334,370.12
_14120_,369.23
net11968,369.14
soc.core.la_oe_storage\[119\],369.1
clknet_5_2_0_mgmt_buffers.caravel_clk,369.03
net1484,368.92
soc.core.la_oe_storage\[70\],368.89
net500,368.86
net3531,368.34
mgmt_buffers.mprj_logic1\[379\],368.28
mgmt_buffers.la_data_in_enable\[1\],368.02
mgmt_buffers.mprj_logic1\[258\],367.74
_10550_,367.18
net2147,367.155
_14043_,367.06
net2033,367.05
net1004,367.02
soc.core.la_oe_storage\[37\],366.54
net1115,366.54
mgmt_buffers.la_data_in_enable\[8\],366.28
_12107_,366.03
net463,365.9
mgmt_buffers.mprj_dat_i_core_bar\[17\],365.74
net4218,365.7
mgmt_buffers.la_data_out_core\[93\],365.68
mgmt_buffers.la_data_in_core\[46\],365.58
net425,365.58
net2415,365.14
_12481_,364.96
flash_io0_do,364.92
clknet_7_30__leaf_mgmt_buffers.caravel_clk,364.72
soc.core.VexRiscv.execute_CsrPlugin_csr_3008,364.675
net578,364.5
net871,364.475
soc.core.dff2_bus_dat_r\[2\],364.46
net682,364.26
mgmt_buffers.la_oenb_core\[62\],364.24
net2276,364.22
net1223,364.16
soc.core.RAM256.Do0_pre\[1\]\[0\],364.14
clknet_7_104__leaf_mgmt_buffers.caravel_clk,364.08
net959,364.03
net468,363.9
net2041,363.835
mgmt_buffers.la_data_out_core\[112\],363.76
mgmt_buffers.la_data_in_enable\[87\],363.74
soc.core.la_out_storage\[21\],363.66
clknet_7_110__leaf_mgmt_buffers.caravel_clk,363.555
mgmt_buffers.mprj_logic1\[383\],363.5
net2222,363.34
net1522,363.32
soc.core.mgmtsoc_litespimmap_burst_adr\[29\],363.31
net444,362.89
net2232,362.78
_04713_,362.76
net1027,362.75
net914,362.655
_10959_,362.48
mgmt_buffers.la_data_in_enable\[84\],362.46
clknet_7_74__leaf_mgmt_buffers.caravel_clk,362.215
soc.core.la_oe_storage\[26\],362.195
net1791,362.06
net2065,361.86
net1871,361.28
net1987,361.015
net1747,360.9
porb_l,360.89
mgmt_buffers.la_data_in_enable\[86\],360.88
_00416_,360.72
_11153_,360.62
net1884,360.47
_11266_,360.36
soc.core.la_oe_storage\[54\],360.355
_11928_,360.28
_12000_,360.24
net1276,360.12
net2423,360.11
net982,359.94
clknet_7_57__leaf_mgmt_buffers.caravel_clk,359.92
mgmt_buffers.mprj_dat_i_user\[17\],359.8
mgmt_buffers.mprj_logic1\[9\],359.75
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[27\],359.435
net2273,359.395
_03688_,359.38
_12019_,359.32
mgmt_buffers.mprj_logic1\[46\],359.2
net1122,359.12
net2024,358.91
net2190,358.55
net1139,358.435
net1469,358.42
clknet_7_101__leaf_mgmt_buffers.caravel_clk,358.28
mgmt_buffers.la_data_out_core\[79\],358.2
mgmt_io_oeb\[1\],358.105
_11158_,358.06
net976,358.06
_12539_,358.05
net790,357.98
net1815,357.94
net1084,357.71
net2402,357.41
_10827_,357.34
_11978_,357.12
_12062_,357.01
net4813,356.77
_11331_,356.76
net11776,356.68
_04716_,356.56
gpio_control_bidir_1\[1\].serial_load_out,356.515
mgmt_buffers.la_data_in_enable\[7\],356.24
net1227,356.12
net740,356.05
net1019,355.91
mgmt_buffers.la_oenb_core\[13\],355.9
gpio_control_bidir_1\[1\].serial_clock_out,355.88
clknet_7_21__leaf_mgmt_buffers.caravel_clk,355.48
_03732_,355.45
net892,355.37
net12209,355.22
net1417,354.975
_12541_,354.88
_12562_,354.875
net1830,354.84
flash_io0_oeb,354.62
net2426,354.605
net1705,354.44
net2589,354.26
mgmt_buffers.la_data_out_core\[3\],354.18
net3891,353.99
net746,353.975
net2650,353.6
_04714_,353.58
net2410,353.575
net1574,353.565
net782,353.43
_11323_,353.42
net2165,352.95
net11786,352.86
_14201_,352.755
net460,352.52
net11823,352.46
mgmt_buffers.mprj_logic1\[261\],352.44
net1378,352.43
net1250,352.42
net1158,352.24
net852,352.2
soc.core.la_oe_storage\[126\],352.12
net480,352.1
net571,352.085
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[5\],351.93
gpio_control_in_1a\[0\].serial_load_out,351.76
net912,351.36
clknet_7_47__leaf_mgmt_buffers.caravel_clk,351.3
net831,351.18
user_io_out\[2\],351.12
clknet_7_35__leaf_mgmt_buffers.caravel_clk,350.935
clknet_7_46__leaf_mgmt_buffers.caravel_clk,350.92
net1523,350.9
net2258,350.9
net1707,350.88
net432,350.735
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[15\],350.68
mgmt_buffers.la_data_in_enable\[11\],350.66
net1971,350.66
net11233,350.52
clknet_5_21_0_mgmt_buffers.caravel_clk,350.47
net10791,350.435
porb_h,350.33
net1081,350.24
net2146,350.18
net2140,350.15
net2218,350.075
_14029_,350.01
net1887,349.995
soc.core.la_out_storage\[23\],349.99
net920,349.98
soc.core.la_oe_storage\[73\],349.78
net650,349.72
clknet_2_3_0_mgmt_buffers.caravel_clk,349.68
net2401,349.635
_12322_,349.61
net8554,349.6
net1993,349.555
clknet_7_32__leaf_mgmt_buffers.caravel_clk,349.46
soc.core.VexRiscv.externalInterruptArray_regNext\[3\],349.1
gpio_control_in_1\[0\].serial_load_out,349.06
mgmt_buffers.la_data_in_enable\[114\],349.06
soc.core.la_oe_storage\[51\],349.02
net10354,349.01
net459,348.975
net2163,348.57
_12036_,348.515
_12287_,348.435
mgmt_buffers.mprj_logic1\[57\],348.22
net3568,348.18
net4007,348.07
mgmt_buffers.mprj_logic1\[45\],347.94
soc.core.slave_sel_r\[4\],347.92
net950,347.83
mgmt_buffers.mprj_dat_i_core_bar\[21\],347.82
net537,347.755
clknet_7_20__leaf_mgmt_buffers.caravel_clk,347.7
soc.core.VexRiscv._zz_execute_SRC2\[15\],347.66
net1573,347.615
net750,347.32
net880,347.275
_03926_,347.25
soc.core.mgmtsoc_vexriscv_debug_bus_ack,347.08
mgmt_buffers.la_data_out_core\[10\],347.06
net2396,346.95
soc.core.VexRiscv._zz_execute_SRC2\[11\],346.56
mgmt_buffers.mprj_logic1\[52\],346.5
net619,346.42
mgmt_buffers.mprj_logic1\[403\],346.32
gpio_control_bidir_1\[0\].gpio_logic1,345.88
net467,345.815
net2239,345.78
mgmt_buffers.la_oenb_core\[7\],345.68
_03689_,345.64
_13358_,345.58
net2189,345.565
net464,345.52
soc.core.la_oe_storage\[29\],345.28
soc.core.la_oe_storage\[79\],345.19
net584,345.17
net534,345.16
net1822,345.02
mgmt_buffers.la_data_out_core\[4\],344.96
soc.core.la_out_storage\[54\],344.82
mgmt_buffers.la_oenb_core\[60\],344.8
_03840_,344.78
_03929_,344.6
mgmt_buffers.la_data_in_enable\[73\],344.07
mgmt_buffers.la_data_out_core\[76\],343.8
mgmt_buffers.mprj_logic1\[254\],343.79
net567,343.74
soc.core.uart_enabled_storage,343.64
net1720,343.63
_10537_,343.56
clknet_7_38__leaf_mgmt_buffers.caravel_clk,343.38
soc.core.la_out_storage\[46\],343.35
net710,343.16
net791,342.87
soc.core.la_oe_storage\[105\],342.78
mprj_io_in_3v3[3],342.74
net2399,342.705
soc.core.dff2_bus_dat_r\[11\],342.58
_03702_,342.46
net8823,342.44
mgmt_buffers.mprj_logic1\[268\],342.4
net591,342.22
soc.core.la_out_storage\[52\],342.2
clknet_7_36__leaf_mgmt_buffers.caravel_clk,342.135
mgmt_buffers.mprj_logic1\[117\],342
soc.core.la_oe_storage\[62\],342
mgmt_buffers.mprj_logic1\[66\],341.88
clknet_7_5__leaf_mgmt_buffers.caravel_clk,341.655
net2168,341.44
net43,341.35
net721,341.32
clknet_7_15__leaf_mgmt_buffers.caravel_clk,341.17
_11232_,341.04
mgmt_buffers.la_data_in_enable\[117\],340.96
soc.core.la_out_storage\[42\],340.87
net1149,340.815
net1,340.8
soc.core.la_oe_storage\[102\],340.77
soc.core.VexRiscv.decode_to_execute_RS1\[28\],340.68
_11874_,340.66
clknet_7_77__leaf_mgmt_buffers.caravel_clk,340.66
mgmt_buffers.la_data_out_core\[74\],340.62
net2257,340.345
_12251_,340.09
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[26\],340.08
clknet_7_55__leaf_mgmt_buffers.caravel_clk,340.06
net12622,340.04
soc.core.VexRiscv._zz_execute_SRC2\[12\],340
net999,339.57
soc.core.la_oe_storage\[56\],339.05
_05048_,338.96
net1976,338.875
_04944_,338.69
net1553,338.565
_12496_,338.46
net937,338.03
gpio_control_in_1a\[1\].serial_clock_out,337.94
soc.core.la_out_storage\[114\],337.7
net605,337.66
soc.core.mgmtsoc_litespimmap_burst_adr\[13\],337.545
net519,337.46
_10527_,337.32
_12498_,337.1
net3066,337.09
_13426_,337.05
net2150,336.96
_01368_,336.855
net915,336.68
_12519_,336.57
net1901,336.54
net1153,336.44
net2227,336.37
clknet_2_2_0_mgmt_buffers.caravel_clk,336.31
_11204_,336.26
gpio_control_bidir_1\[0\].serial_clock_out,336.24
gpio_control_in_1\[1\].serial_load_out,336.24
net878,336.16
net564,335.97
net2228,335.95
net1827,335.94
net3702,335.92
soc.core.spimaster_storage\[3\],335.775
net1418,335.76
soc.core.la_oe_storage\[52\],335.64
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[8\],335.42
net12991,335.42
soc.core.dff2_bus_dat_r\[12\],335.38
net10815,335.335
net513,335.32
mgmt_buffers.mprj_logic1\[396\],335.26
_11306_,335.24
net9631,335.24
net2414,335.12
_11172_,334.98
soc.core.VexRiscv._zz_execute_SHIFT_CTRL\[1\],334.78
net1921,334.74
_11917_,334.59
_11318_,334.38
gpio_control_in_1\[1\].serial_clock_out,334.38
net2054,334.28
net771,334.1
net36,334.08
net2237,334.05
net3397,334
_11186_,333.94
net565,333.88
net9076,333.86
net908,333.8
soc.core.dff2_bus_dat_r\[25\],333.78
net2291,333.76
_04939_,333.74
net4016,333.735
pll.ringosc.dstage\[5\].id.out,333.72
net2285,333.7
net726,333.675
mgmt_buffers.la_data_out_core\[64\],333.66
_12069_,333.49
gpio_control_in_1\[5\].gpio_defaults\[0\],333.43
mgmt_buffers.la_oenb_core\[11\],333.36
mgmt_buffers.la_oenb_core\[58\],333.34
net636,333.34
soc.core.mgmtsoc_litespimmap_burst_adr\[12\],333.285
_03003_,333.28
net732,333.175
net4050,333.16
mgmt_buffers.la_oenb_core\[16\],333.14
soc.core.VexRiscv.decode_to_execute_RS1\[24\],332.92
net835,332.82
_14241_,332.78
clknet_7_43__leaf_mgmt_buffers.caravel_clk,332.76
soc.core.multiregimpl127_regs1,332.74
soc.core.la_out_storage\[50\],332.64
net3644,332.265
mgmt_buffers.la_data_out_core\[75\],332.18
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_fetch_mmuRsp_physicalAddress\[28\],331.79
net640,331.72
net6226,331.66
net2016,331.61
_10871_,331.54
net1406,331.5
soc.core.la_oe_storage\[57\],331.485
net1405,331.38
soc.core.RAM256.Do0_pre\[1\]\[2\],331.34
net1214,331.34
net12623,331.3
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[20\],331.28
_11397_,331.18
mgmt_buffers.la_data_out_core\[2\],331.18
_12512_,331.08
net1934,331.005
net9735,330.98
clknet_7_11__leaf_mgmt_buffers.caravel_clk,330.92
mgmt_buffers.la_data_in_enable\[78\],330.74
net673,330.74
net772,330.74
_12513_,330.5
soc.core.la_out_storage\[44\],330.44
clknet_7_114__leaf_mgmt_buffers.caravel_clk,330.415
soc.core.la_oe_storage\[114\],330.25
mgmt_buffers.la_oenb_core\[15\],330.18
net1984,330.085
net1056,330.06
clknet_7_9__leaf_mgmt_buffers.caravel_clk,329.9
soc.core.dff2_bus_dat_r\[15\],329.84
clknet_7_92__leaf_mgmt_buffers.caravel_clk,329.78
net1104,329.35
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[17\],329.295
net8904,329.26
net12628,329.16
clknet_7_122__leaf_mgmt_buffers.caravel_clk,329.06
soc.core.la_oe_storage\[108\],328.955
net1094,328.76
net1132,328.76
net1587,328.74
soc.core.la_oe_storage\[112\],328.735
soc.core.la_oe_storage\[47\],328.67
net2416,328.54
net678,328.52
net1811,328.5
net2031,328.445
net583,328.43
net1949,328.13
net754,328.12
net1183,327.9
net2040,327.8
mgmt_buffers.la_data_in_core\[62\],327.64
net11264,327.62
mgmt_buffers.caravel_clk2,327.5
net9152,327.495
soc.core.la_out_storage\[98\],327.01
soc.core.la_out_storage\[104\],326.96
net628,326.68
net2009,326.645
mgmt_buffers.mprj_dat_i_user\[21\],326.6
mgmt_buffers.mprj_logic1\[345\],326.54
net12626,326.44
net2067,326.37
gpio_control_in_1\[2\].serial_load_out,326.35
net1996,326.34
_04651_,326.3
net9095,326.28
soc.core.multiregimpl4_regs0,326.27
gpio_control_in_1a\[1\].serial_load_out,326.25
_04900_,326.2
net2230,326.135
net1926,326.13
net625,326.12
net4268,326.12
mgmt_buffers.la_oenb_core\[8\],326.02
soc.core.la_out_storage\[43\],325.66
soc.core.la_out_storage\[49\],325.66
soc.core.mgmtsoc_litespimmap_burst_adr\[20\],325.59
_10771_,325.32
net1131,325.22
_01364_,325.19
mgmt_buffers.la_data_out_core\[65\],325
mgmt_buffers.mprj_logic1\[109\],324.83
mgmt_buffers.mprj_logic1\[42\],324.78
net2214,324.77
mgmt_buffers.mprj_dat_i_user\[25\],324.76
net3356,324.665
net1212,324.39
_12525_,324.27
net12105,324.26
_03845_,324.22
_12502_,324.14
_14124_,324.1
clknet_7_4__leaf_mgmt_buffers.caravel_clk,324.055
net1134,324.04
net602,324
net1483,323.95
_10958_,323.94
_03491_,323.78
net2036,323.5
mgmt_buffers.la_data_in_core\[57\],323.42
mgmt_buffers.mprj_logic1\[4\],323.28
net2793,323.28
net596,323.26
net872,323.24
net38,323.04
net2311,322.895
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[20\],322.8
soc.core.VexRiscv._zz_execute_SRC2_CTRL\[1\],322.74
net1554,322.675
soc.core.VexRiscv.decode_to_execute_RS1\[11\],322.67
soc.core.RAM256.SEL0\[1\],322.56
net1135,322.42
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[19\],322.38
net486,322.22
net505,322.16
net8344,322.16
net2221,322.06
net572,322.02
mgmt_buffers.la_data_out_core\[0\],321.94
_10534_,321.81
net2201,321.69
net668,321.54
net884,321.42
net2144,321.23
_12509_,321.2
net741,321.17
_10886_,320.965
net471,320.915
mgmt_buffers.la_oenb_core\[23\],320.86
mgmt_buffers.la_data_out_core\[83\],320.84
mgmt_buffers.la_data_out_core\[85\],320.84
mgmt_buffers.la_data_in_enable\[112\],320.8
soc.core.VexRiscv._zz_execute_SRC1_CTRL\[0\],320.8
flash_clk_frame,320.74
soc.core.la_oe_storage\[35\],320.59
net1333,320.58
_12515_,320.35
mgmt_buffers.mprj_logic1\[56\],320.335
net3696,320.3
net2188,320.22
net1960,320.16
net2421,320.16
soc.core.la_oe_storage\[116\],320.11
net9559,320.06
net1764,320
mgmt_buffers.mprj_logic1\[78\],319.9
net1986,319.9
_05044_,319.82
net2000,319.82
mgmt_buffers.la_data_in_enable\[113\],319.54
net1154,319.53
_12514_,319.14
_14583_,318.86
net416,318.7
soc.core.multiregimpl113_regs1,318.5
gpio_control_in_1\[3\].serial_load_out,318.43
net2326,318.3
mgmt_buffers.mprj_dat_i_core_bar\[25\],318.28
net3155,318.235
soc.core.la_oe_storage\[50\],318.21
mgmt_buffers.mprj_logic1\[89\],317.96
mgmt_buffers.la_data_in_core\[24\],317.94
soc.core.spimaster_storage\[13\],317.94
mgmt_buffers.la_data_in_enable\[3\],317.76
_03671_,317.52
net475,317.475
_14106_,317.47
mgmt_buffers.la_data_out_core\[6\],317.3
net2304,317.3
net1944,317.175
net731,317.16
net643,317.08
soc.core.la_oe_storage\[84\],317.07
net839,316.96
flash_clk_oeb,316.84
net1127,316.72
mgmt_buffers.la_data_out_core\[11\],316.56
_12423_,316.54
net3032,316.3
net655,316.2
net1692,316.16
clknet_5_10_0_mgmt_buffers.caravel_clk,316.155
gpio_control_in_1\[2\].serial_clock_out,316.12
net1236,315.91
net736,315.86
net530,315.8
net1246,315.67
_05027_,315.605
net10825,315.545
soc.core.mgmtsoc_litespimmap_burst_adr\[25\],315.54
mgmt_buffers.mprj_logic1\[250\],315.51
net2159,315.44
clknet_7_42__leaf_mgmt_buffers.caravel_clk,315.4
_11046_,315.38
net2867,315.335
net3864,315.28
soc.core.la_out_storage\[48\],315.24
net2256,315.035
soc.core.la_oe_storage\[87\],315.02
net2023,315.02
soc.core.la_out_storage\[40\],314.94
net1096,314.92
net2281,314.85
_01373_,314.82
net7321,314.74
net7385,314.7
net623,314.395
mgmt_buffers.la_oenb_core\[61\],314.34
_11281_,314.32
_13302_,314.26
_04661_,314.18
_11261_,314.16
net1630,314.035
_13779_,314.03
net826,313.87
soc.core.mgmtsoc_litespimmap_burst_adr\[24\],313.82
net2296,313.8
soc.core.la_oe_storage\[113\],313.77
mgmt_buffers.la_data_out_core\[90\],313.72
_03720_,313.6
mgmt_buffers.mprj_logic1\[65\],313.54
mgmt_buffers.mprj_logic1\[14\],313.52
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[19\],313.48
net549,313.43
soc.core.la_out_storage\[109\],313.41
_11163_,313.35
net2139,313.32
net646,313.15
gpio_control_in_1\[5\].gpio_defaults\[10\],312.95
net2238,312.72
net1085,312.54
net1399,312.525
net509,312.4
_14046_,312.36
net493,312.305
net2292,312.21
net1137,312.12
soc.core.la_out_storage\[56\],312.095
net45,312.06
net2052,312.03
clknet_7_105__leaf_mgmt_buffers.caravel_clk,312
soc.core.VexRiscv.execute_CsrPlugin_csr_834,311.96
soc.core.VexRiscv.RegFilePlugin_regFile\[29\]\[2\],311.84
clknet_7_93__leaf_mgmt_buffers.caravel_clk,311.8
net3213,311.74
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[16\],311.71
net1043,311.695
_12495_,311.66
soc.core.VexRiscv._zz_execute_SRC1_CTRL\[1\],311.62
soc.core.RAM256.Do0_pre\[1\]\[30\],311.58
clknet_7_96__leaf_mgmt_buffers.caravel_clk,311.56
soc.core.gpio_oe_storage,311.54
soc.core.la_out_storage\[83\],311.52
clknet_7_41__leaf_mgmt_buffers.caravel_clk,311.44
soc.core.VexRiscv.execute_CsrPlugin_csr_4032,311.37
soc.core.VexRiscv.memory_to_writeBack_MEMORY_ADDRESS_LOW\[0\],311.3
soc.core.la_oe_storage\[94\],311.26
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[30\],311.15
mgmt_buffers.la_data_in_enable\[108\],311.04
net769,311.035
_03659_,310.85
net1520,310.75
soc.core.VexRiscv.externalInterruptArray_regNext\[1\],310.64
_12521_,310.54
_03676_,310.4
mgmt_buffers.mprj_logic1\[12\],310.38
net575,310.32
net773,310.23
net1852,310.14
net2216,310.125
net2249,310.06
clknet_7_13__leaf_mgmt_buffers.caravel_clk,310.04
_12522_,310.03
clknet_7_67__leaf_mgmt_buffers.caravel_clk,309.98
_12230_,309.94
net1862,309.94
net1927,309.94
net1160,309.93
mgmt_buffers.la_oenb_core\[52\],309.68
net3215,309.61
net859,309.58
_12504_,309.54
net1967,309.5
net2395,309.455
net2236,309.355
soc.core.la_oe_storage\[121\],309.3
net517,309.3
net2128,309.24
net849,309.22
net956,309.12
clknet_7_89__leaf_mgmt_buffers.caravel_clk,309.06
net2064,309.015
_11226_,308.94
mgmt_buffers.la_data_out_core\[88\],308.9
_03767_,308.86
_04666_,308.86
mgmt_buffers.mprj_logic1\[367\],308.84
_14765_,308.81
_10650_,308.74
net3615,308.72
net8351,308.49
net822,308.42
mgmt_buffers.la_data_in_enable\[5\],308.38
gpio_control_bidir_2\[2\].shift_register\[1\],308.35
net2283,308.15
soc.core.VexRiscv.decode_to_execute_RS1\[18\],307.96
soc.core.la_oe_storage\[24\],307.815
soc.core.RAM256.Do0_pre\[1\]\[23\],307.78
net4200,307.76
net1150,307.71
soc.core.la_oe_storage\[61\],307.68
soc.core.mgmtsoc_litespimmap_burst_adr\[26\],307.515
net607,307.42
net11833,307.42
net618,307.395
net479,307.3
net32,307.24
clknet_7_107__leaf_mgmt_buffers.caravel_clk,307.04
net13012,307.02
net6161,306.815
_00027_,306.76
_13642_,306.755
mgmt_buffers.la_data_out_core\[16\],306.74
mgmt_buffers.la_data_out_core\[5\],306.74
_11193_,306.66
net33,306.64
net1590,306.64
net724,306.53
net2461,306.48
net2438,306.41
_12523_,306.22
mgmt_buffers.la_data_in_enable\[4\],306.12
net738,306.07
soc.core.la_oe_storage\[40\],306.04
net2313,305.935
_12252_,305.9
net3521,305.815
net1521,305.8
soc.core.la_out_storage\[51\],305.62
_11347_,305.56
_12494_,305.56
net1219,305.5
net733,305.46
_14580_,305.4
net708,305.24
net12251,305.02
soc.core.la_out_storage\[106\],304.94
net512,304.68
gpio_control_bidir_2\[2\].gpio_defaults\[1\],304.52
mgmt_buffers.la_data_out_core\[73\],304.32
clknet_7_22__leaf_mgmt_buffers.caravel_clk,304.315
_03664_,304.3
net6438,304.12
net2063,304.1
net3093,304.1
_10564_,304.06
_10441_,304.04
net3525,304.02
_00405_,303.6
mgmt_buffers.la_data_out_core\[12\],303.54
net484,303.44
soc.core.la_oe_storage\[124\],303.32
net840,303.3
soc.core.la_oe_storage\[43\],303.015
soc.core.mgmtsoc_litespimmap_burst_adr\[0\],303
_10885_,302.94
soc.core.VexRiscv._zz_execute_SRC2\[19\],302.8
net11859,302.78
gpio_control_in_1\[3\].serial_clock_out,302.74
net1848,302.68
_04667_,302.62
_12049_,302.62
net2362,302.48
_14579_,302
net1516,301.98
net2371,301.98
mgmt_buffers.la_data_out_core\[8\],301.96
user_io_oeb\[2\],301.93
_14584_,301.92
clock_core,301.92
net576,301.89
_03760_,301.8
net983,301.61
net10816,301.595
net1163,301.48
net2177,301.445
net1272,301.425
_12508_,301.36
clknet_7_53__leaf_mgmt_buffers.caravel_clk,300.975
mgmt_buffers.la_data_in_core\[63\],300.84
_03790_,300.82
net2309,300.69
_03682_,300.64
net3165,300.395
_11301_,300.38
soc.core.la_out_storage\[105\],300.34
soc.core.VexRiscv.decode_to_execute_RS1\[29\],300.265
net727,300.18
soc.core.la_out_storage\[60\],300.12
_05066_,299.96
net2028,299.9
_11255_,299.84
mgmt_buffers.la_data_in_core\[55\],299.68
net1008,299.62
net9676,299.52
net501,299.44
net2282,299.37
_12499_,299.34
net10777,299.23
net2990,299.22
_04292_,299.16
net598,298.91
net2398,298.89
net2245,298.86
net2706,298.83
net2275,298.73
mgmt_buffers.la_oenb_core\[12\],298.64
mgmt_buffers.mprj_logic1\[102\],298.57
net951,298.53
mgmt_buffers.la_data_out_core\[13\],298.5
mgmt_buffers.la_data_in_enable\[90\],298.36
mgmt_buffers.la_data_in_core\[52\],298.26
mgmt_buffers.la_data_in_core\[59\],298.24
net1166,298.24
net608,298.21
_04965_,298.18
_11878_,298.16
mgmt_buffers.la_data_out_core\[78\],298.06
net2060,297.99
net12591,297.94
mgmt_buffers.la_data_out_core\[80\],297.9
net1238,297.82
net611,297.755
net2026,297.74
net1260,297.68
net3596,297.64
_04991_,297.62
mgmt_buffers.la_data_in_enable\[12\],297.58
soc.core.VexRiscv.externalInterruptArray_regNext\[7\],297.46
net2411,297.38
soc.core.la_out_storage\[17\],297.34
mgmt_buffers.la_oenb_core\[18\],297.32
mgmt_buffers.mprj_dat_i_user\[28\],297.3
net472,297.29
net2205,297.25
net3403,297.175
net621,297.14
net1514,296.94
net4707,296.89
net745,296.87
soc.core.la_oe_storage\[115\],296.81
net707,296.76
mgmt_buffers.la_data_out_core\[70\],296.66
net515,296.6
soc.core.VexRiscv._zz_lastStageRegFileWrite_payload_address\[13\],296.46
net1145,296.16
soc.core.VexRiscv.dBus_cmd_payload_address\[3\],296.04
net5,295.97
mgmt_buffers.la_data_in_core\[58\],295.2
net2175,295.05
clknet_7_115__leaf_mgmt_buffers.caravel_clk,295
mgmt_buffers.mprj_logic1\[74\],294.72
mgmt_buffers.la_data_out_core\[72\],294.64
mgmt_buffers.la_data_out_core\[66\],294.42
_12037_,294.04
clknet_7_18__leaf_mgmt_buffers.caravel_clk,293.98
_03745_,293.96
net1953,293.96
clknet_7_99__leaf_mgmt_buffers.caravel_clk,293.9
net2057,293.86
net4069,293.74
gpio_control_in_1a\[2\].user_gpio_in,293.67
net491,293.54
clknet_7_100__leaf_mgmt_buffers.caravel_clk,293.41
mgmt_buffers.la_oenb_core\[57\],293.06
_03895_,292.995
_03751_,292.92
mgmt_buffers.la_data_out_core\[81\],292.92
net1055,292.71
net907,292.68
net2360,292.6
_04834_,292.58
net1291,292.57
clknet_7_78__leaf_mgmt_buffers.caravel_clk,292.04
net1409,291.925
soc.core.VexRiscv.IBusCachedPlugin_cache.io_mem_rsp_payload_data\[18\],291.82
soc.core.la_out_storage\[84\],291.55
clknet_5_14_0_mgmt_buffers.caravel_clk,291.52
net1241,291.5
soc.core.RAM256.Do0_pre\[1\]\[3\],291.48
soc.core.la_oe_storage\[60\],291.48
net1240,291.405
_10830_,291.4
net1549,291.24
soc.core.VexRiscv.dBusWishbone_DAT_MISO\[24\],291.2
net622,291.18
_12497_,291.17
_03920_,290.97
net2133,290.955
_10414_,290.825
net627,290.8
net9007,290.8
_04743_,290.78
mgmt_buffers.mprj_logic1\[60\],290.76
net461,290.28
_03830_,290.27
net507,290.09
net1694,290.04
_01380_,289.945
soc.core.la_out_storage\[5\],289.73
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[18\],289.58
soc.core.la_oe_storage\[101\],289.51
net1511,289.48
soc.core.VexRiscv._zz_execute_SRC2\[3\],289.4
soc.core.spimaster_storage\[10\],289.34
user_io_out\[25\],289.33
net734,289.22
net594,289.07
net521,289.02
_11211_,288.96
net1856,288.88
_13020_,288.87
_11980_,288.86
net2202,288.8
net639,288.78
net2129,288.7
net2272,288.7
net3257,288.66
net2169,288.53
net1349,288.26
gpio_control_in_1\[5\].mgmt_ena,288.22
net1377,288.13
mgmt_buffers.la_oenb_core\[55\],287.78
net9763,287.74
soc.core.VexRiscv.IBusCachedPlugin_cache._zz_banks_0_port1\[15\],287.7
net2816,287.695
mgmt_io_out\[1\],287.69
soc.core.la_oe_storage\[28\],287.59
_12506_,287.58
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[7\],287.5
net1528,287.48
soc.core.la_oe_storage\[83\],287.28
net8712,287.19
net2342,287.18
_12511_,287.06
net1840,287.02
_13793_,286.91
soc.core.RAM256.Do0_pre\[1\]\[29\],286.72
_10544_,286.61
net9854,286.6
net1461,286.585
mgmt_buffers.mprj_dat_i_core_bar\[29\],286.54
net1832,286.46
net1883,286.43
